gene_id	chr	gene_name	length	type
ENSG00000204510.4	chr1	PRAMEF7	1660	protein_coding
ENSG00000207434.1	chr1	RNU6-1072P	107	snRNA
ENSG00000234064.1	chr1	RP11-450I1.2	1139	unprocessed_pseudogene
ENSG00000232423.4	chr1	PRAMEF6	2170	protein_coding
ENSG00000274178.2	chr1	CH17-409J4.2	1450	unprocessed_pseudogene
ENSG00000274764.3	chr1	WI2-3308P17.2	1927	protein_coding
ENSG00000280267.2	chr1	PRAMEF25	2392	protein_coding
ENSG00000229571.5	chr1	PRAMEF26	2013	protein_coding
ENSG00000277058.2	chr1	HNRNPCL3	1148	protein_coding
ENSG00000277862.1	chr1	WI2-2994D6.1	1447	unprocessed_pseudogene
ENSG00000236179.1	chr1	RP13-221M14.4	891	unprocessed_pseudogene
ENSG00000275774.2	chr1	HNRNPCL2	1148	protein_coding
ENSG00000229978.1	chr1	RP13-221M14.3	1452	transcribed_unprocessed_pseudogene
ENSG00000233336.1	chr1	RP13-221M14.2	384	lincRNA
ENSG00000179412.10	chr1	HNRNPCL4	882	protein_coding
ENSG00000204505.4	chr1	PRAMEF25	1863	protein_coding
ENSG00000279169.1	chr1	CH17-228N4.2	1035	unprocessed_pseudogene
ENSG00000279804.1	chr1	PRAMEF18	2104	protein_coding
ENSG00000250894.1	chr1	RP11-450I1.4	1371	unprocessed_pseudogene
ENSG00000270601.3	chr1	PRAMEF5	1855	protein_coding
ENSG00000231219.1	chr1	RP11-219C24.8	1068	unprocessed_pseudogene
ENSG00000207511.1	chr1	RNU6-771P	107	snRNA
ENSG00000182330.9	chr1	PRAMEF8	1937	protein_coding
ENSG00000204501.5	chr1	PRAMEF9	1960	protein_coding
ENSG00000237700.1	chr1	RP11-219C24.6	1425	unitary_pseudogene
ENSG00000228229.2	chr1	RP11-219C24.10	384	lincRNA
ENSG00000204481.7	chr1	PRAMEF14	2301	protein_coding
ENSG00000204480.7	chr1	PRAMEF19	1233	protein_coding
ENSG00000204479.4	chr1	PRAMEF17	1578	protein_coding
ENSG00000204478.8	chr1	PRAMEF20	1597	protein_coding
ENSG00000162494.5	chr1	LRRC38	2209	protein_coding
ENSG00000259961.1	chr1	RP4-597A16.2	477	antisense
ENSG00000215909.3	chr1	RP4-597A16.3	371	processed_pseudogene
ENSG00000162493.15	chr1	PDPN	3707	protein_coding
ENSG00000222952.1	chr1	RNA5SP41	101	rRNA
ENSG00000266358.1	chr1	AL359771.1	101	miRNA
ENSG00000237445.2	chr1	CTA-520D8.2	379	lincRNA
ENSG00000253085.1	chr1	SCARNA11	130	scaRNA
ENSG00000116731.21	chr1	PRDM2	10923	protein_coding
ENSG00000252151.1	chr1	RNU6-1265P	103	snRNA
ENSG00000231606.1	chr1	RP11-344F13.1	282	lincRNA
ENSG00000234593.1	chr1	RP4-704D23.1	579	lincRNA
ENSG00000189337.14	chr1	KAZN	12644	protein_coding
ENSG00000280763.1	chr1	AL034395.1	103	miRNA
ENSG00000235829.1	chr1	TBCAP2	326	processed_pseudogene
ENSG00000175147.10	chr1	TMEM51-AS1	7100	antisense
ENSG00000171729.12	chr1	TMEM51	2240	protein_coding
ENSG00000204464.6	chr1	C1orf195	559	protein_coding
ENSG00000215720.4	chr1	RP1-21O18.3	710	processed_pseudogene
ENSG00000278480.1	chr1	RP5-903E17.2	966	processed_pseudogene
ENSG00000142621.18	chr1	FHAD1	12805	protein_coding
ENSG00000233485.1	chr1	RP3-467K16.2	3105	antisense
ENSG00000236045.1	chr1	RP3-467K16.7	727	antisense
ENSG00000228140.1	chr1	RP3-467K16.4	5178	lincRNA
ENSG00000142634.11	chr1	EFHD2	2531	protein_coding
ENSG00000162438.10	chr1	CTRC	3486	protein_coding
ENSG00000142615.7	chr1	CELA2A	1519	protein_coding
ENSG00000215704.8	chr1	CELA2B	1457	protein_coding
ENSG00000132906.16	chr1	CASP9	5269	protein_coding
ENSG00000116138.11	chr1	DNAJC16	8563	protein_coding
ENSG00000251866.1	chr1	SCARNA21	140	scaRNA
ENSG00000272510.1	chr1	RP4-680D5.8	346	antisense
ENSG00000116771.5	chr1	AGMAT	2500	protein_coding
ENSG00000237301.1	chr1	RP4-680D5.2	2845	antisense
ENSG00000235084.3	chr1	CHCHD2P6	447	processed_pseudogene
ENSG00000252417.1	chr1	RNU7-179P	68	snRNA
ENSG00000236500.1	chr1	RP4-680D5.4	225	processed_pseudogene
ENSG00000197312.10	chr1	DDI2	12136	protein_coding
ENSG00000215695.1	chr1	RSC1A1	1854	protein_coding
ENSG00000271742.1	chr1	RP4-680D5.9	256	lincRNA
ENSG00000116786.10	chr1	PLEKHM2	4122	protein_coding
ENSG00000264048.1	chr1	AL121992.1	87	miRNA
ENSG00000237938.4	chr1	RP11-288I21.1	1533	antisense
ENSG00000162461.7	chr1	SLC25A34	3195	protein_coding
ENSG00000224459.1	chr1	RP11-169K16.4	639	antisense
ENSG00000162460.6	chr1	TMEM82	1520	protein_coding
ENSG00000162458.11	chr1	FBLIM1	4716	protein_coding
ENSG00000280788.1	chr1	Metazoa_SRP	268	misc_RNA
ENSG00000224321.1	chr1	RP11-169K16.6	490	processed_pseudogene
ENSG00000233954.6	chr1	UQCRHL	2180	protein_coding
ENSG00000178715.8	chr1	RP11-169K16.8	438	processed_pseudogene
ENSG00000179743.3	chr1	FLJ37453	2468	antisense
ENSG00000065526.9	chr1	SPEN	13294	protein_coding
ENSG00000270620.1	chr1	RP1-134O19.3	211	unprocessed_pseudogene
ENSG00000116809.10	chr1	ZBTB17	4240	protein_coding
ENSG00000234607.2	chr1	RP11-5P18.1	563	processed_pseudogene
ENSG00000231353.1	chr1	RP11-5P18.3	260	unprocessed_pseudogene
ENSG00000275503.1	chr1	RP11-5P18.11	236	processed_pseudogene
ENSG00000224966.4	chr1	TBC1D3P6	962	unprocessed_pseudogene
ENSG00000183888.4	chr1	C1orf64	3039	protein_coding
ENSG00000233078.1	chr1	RP11-5P18.5	466	antisense
ENSG00000173641.16	chr1	HSPB7	3910	protein_coding
ENSG00000186510.10	chr1	CLCNKA	3476	protein_coding
ENSG00000232456.1	chr1	RP11-5P18.10	704	unprocessed_pseudogene
ENSG00000184908.16	chr1	CLCNKB	2939	protein_coding
ENSG00000185519.8	chr1	FAM131C	1701	protein_coding
ENSG00000142627.12	chr1	EPHA2	4159	protein_coding
ENSG00000227959.1	chr1	RP11-276H7.2	904	antisense
ENSG00000224621.1	chr1	RP11-276H7.3	544	antisense
ENSG00000142632.15	chr1	ARHGEF19	3745	protein_coding
ENSG00000234166.1	chr1	ARHGEF19-AS1	439	antisense
ENSG00000237276.7	chr1	ANO7P1	1990	transcribed_unprocessed_pseudogene
ENSG00000132881.10	chr1	RSG1	1545	protein_coding
ENSG00000233929.1	chr1	MT1XP1	186	processed_pseudogene
ENSG00000037637.9	chr1	FBXO42	8984	protein_coding
ENSG00000055070.15	chr1	SZRD1	4747	protein_coding
ENSG00000226457.1	chr1	RP11-430L17.1	381	processed_pseudogene
ENSG00000187144.10	chr1	SPATA21	4506	protein_coding
ENSG00000281598.1	chr1	AL358794.1	76	miRNA
ENSG00000157191.18	chr1	NECAP2	5559	protein_coding
ENSG00000226029.1	chr1	RP4-798A10.2	3245	lincRNA
ENSG00000080947.13	chr1	CROCCP3	6813	transcribed_unprocessed_pseudogene
ENSG00000206652.1	chr1	RNU1-1	164	snRNA
ENSG00000261135.1	chr1	RP4-798A10.7	1110	lincRNA
ENSG00000224174.2	chr1	RP4-798A10.4	327	lincRNA
ENSG00000233421.4	chr1	RP5-875O13.1	2068	lincRNA
ENSG00000277344.1	chr1	U1	144	snRNA
ENSG00000268991.2	chr1	FAM231C	510	protein_coding
ENSG00000225710.1	chr1	RP5-875O13.6	882	unprocessed_pseudogene
ENSG00000266584.1	chr1	AL355149.1	74	miRNA
ENSG00000219481.9	chr1	NBPF1	12212	protein_coding
ENSG00000271732.1	chr1	RP5-1182A14.5	339	lincRNA
ENSG00000215908.6	chr1	CROCCP2	4514	lincRNA
ENSG00000186301.8	chr1	MST1P2	2291	unprocessed_pseudogene
ENSG00000207513.1	chr1	RNU1-3	164	snRNA
ENSG00000237847.2	chr1	FAM231A	510	protein_coding
ENSG00000280114.1	chr1	RP5-875O13.7	1351	unprocessed_pseudogene
ENSG00000264742.1	chr1	AL021920.1	74	miRNA
ENSG00000236698.1	chr1	EIF1AXP1	435	processed_pseudogene
ENSG00000268869.4	chr1	ESPNP	3178	transcribed_unprocessed_pseudogene
ENSG00000279151.1	chr1	RP1-163M9.7	406	lincRNA
ENSG00000279132.1	chr1	FAM231A	511	protein_coding
ENSG00000058453.15	chr1	CROCC	8871	protein_coding
ENSG00000207389.1	chr1	RNU1-4	164	snRNA
ENSG00000227684.1	chr1	CROCCP4	498	unprocessed_pseudogene
ENSG00000186715.9	chr1	MST1L	5180	transcribed_unprocessed_pseudogene
ENSG00000223643.5	chr1	RP11-108M9.1	837	lincRNA
ENSG00000230239.1	chr1	RP11-108M9.2	882	lincRNA
ENSG00000263811.1	chr1	MIR3675	73	miRNA
ENSG00000228549.3	chr1	RP11-108M9.3	2963	lincRNA
ENSG00000277234.1	chr1	U1	144	snRNA
ENSG00000238142.1	chr1	RP11-108M9.4	508	lincRNA
ENSG00000235241.1	chr1	RP11-108M9.5	508	processed_pseudogene
ENSG00000207005.1	chr1	RNU1-2	164	snRNA
ENSG00000272426.1	chr1	RP11-108M9.6	438	lincRNA
ENSG00000117122.12	chr1	MFAP2	2915	protein_coding
ENSG00000226526.1	chr1	RP1-37C10.3	636	antisense
ENSG00000159363.16	chr1	ATP13A2	5253	protein_coding
ENSG00000117118.8	chr1	SDHB	2462	protein_coding
ENSG00000117115.11	chr1	PADI2	5984	protein_coding
ENSG00000281330.1	chr1	Y_RNA	88	misc_RNA
ENSG00000204362.5	chr1	RP11-380J14.1	4676	lincRNA
ENSG00000142623.9	chr1	PADI1	4903	protein_coding
ENSG00000142619.4	chr1	PADI3	3189	protein_coding
ENSG00000266634.1	chr1	MIR3972	87	miRNA
ENSG00000159339.12	chr1	PADI4	2971	protein_coding
ENSG00000280226.1	chr1	AC004824.2	189	protein_coding
ENSG00000276747.1	chr1	PADI6	2396	protein_coding
ENSG00000179051.12	chr1	RCC2	4126	protein_coding
ENSG00000227751.1	chr1	RP1-20B21.4	311	antisense
ENSG00000266727.1	chr1	AC004824.1	64	miRNA
ENSG00000074964.15	chr1	ARHGEF10L	7817	protein_coding
ENSG00000236648.1	chr1	RP11-473A10.2	610	lincRNA
ENSG00000278471.1	chr1	AL136529.1	54	miRNA
ENSG00000117148.7	chr1	ACTL8	1864	protein_coding
ENSG00000261781.1	chr1	RP11-174G17.2	2471	lincRNA
ENSG00000117154.10	chr1	IGSF21	3085	protein_coding
ENSG00000280222.1	chr1	RP11-174G17.3	6473	TEC
ENSG00000230035.2	chr1	RP11-174G17	430	antisense
ENSG00000225387.1	chr1	RP11-422P22.1	491	lincRNA
ENSG00000179023.8	chr1	KLHDC7A	5145	protein_coding
ENSG00000235282.3	chr1	DYNLL1P3	266	processed_pseudogene
ENSG00000225478.2	chr1	RP1-8B22.2	223	processed_pseudogene
ENSG00000009709.10	chr1	PAX7	6313	protein_coding
ENSG00000179002.5	chr1	TAS1R2	2542	protein_coding
ENSG00000255275.3	chr1	RP13-279N23.2	4369	protein_coding
ENSG00000159423.15	chr1	ALDH4A1	3689	protein_coding
ENSG00000265606.1	chr1	MIR4695	74	miRNA
ENSG00000221662.1	chr1	MIR1290	78	miRNA
ENSG00000169991.9	chr1	IFFO2	6188	protein_coding
ENSG00000272084.1	chr1	RP5-1126H10.2	3402	3prime_overlapping_ncrna
ENSG00000127481.13	chr1	UBR4	24675	protein_coding
ENSG00000230424.1	chr1	RP1-43E13.2	507	antisense
ENSG00000127463.12	chr1	EMC1	10650	protein_coding
ENSG00000053372.4	chr1	MRTO4	2822	protein_coding
ENSG00000211454.12	chr1	AKR7L	2768	polymorphic_pseudogene
ENSG00000162482.4	chr1	AKR7A3	1710	protein_coding
ENSG00000270728.1	chr1	RP4-657E11.10	525	processed_pseudogene
ENSG00000053371.11	chr1	AKR7A2	1781	protein_coding
ENSG00000200403.1	chr1	RNU6-1099P	107	snRNA
ENSG00000040487.11	chr1	PQLC2	2686	protein_coding
ENSG00000077549.16	chr1	CAPZB	3238	protein_coding
ENSG00000240490.3	chr1	RN7SL277P	288	misc_RNA
ENSG00000201609.1	chr1	RNU4-28P	141	snRNA
ENSG00000235185.1	chr1	RP5-1056L3.1	207	antisense
ENSG00000173436.12	chr1	MINOS1	5227	protein_coding
ENSG00000270136.4	chr1	MINOS1-NBL1	2493	protein_coding
ENSG00000226396.1	chr1	RP5-1056L3.3	455	processed_pseudogene
ENSG00000158747.12	chr1	NBL1	3465	protein_coding
ENSG00000158748.3	chr1	HTR6	1984	protein_coding
ENSG00000162542.12	chr1	TMCO4	4054	protein_coding
ENSG00000178828.6	chr1	RNF186	1250	protein_coding
ENSG00000235434.1	chr1	RP11-91K11.2	447	antisense
ENSG00000169914.5	chr1	OTUD3	6767	protein_coding
ENSG00000188784.4	chr1	PLA2G2E	785	protein_coding
ENSG00000242688.3	chr1	RN7SL304P	301	misc_RNA
ENSG00000188257.9	chr1	PLA2G2A	1685	protein_coding
ENSG00000127472.9	chr1	PLA2G5	2607	protein_coding
ENSG00000117215.13	chr1	PLA2G2D	2681	protein_coding
ENSG00000158786.4	chr1	PLA2G2F	6440	protein_coding
ENSG00000227066.1	chr1	RP3-340N1.2	2639	lincRNA
ENSG00000187980.6	chr1	PLA2G2C	3298	protein_coding
ENSG00000225986.1	chr1	UBXN10-AS1	510	antisense
ENSG00000162543.5	chr1	UBXN10	5571	protein_coding
ENSG00000228105.1	chr1	RP3-340N1.6	480	lincRNA
ENSG00000158816.14	chr1	VWA5B1	6377	protein_coding
ENSG00000226664.1	chr1	RP4-745E8.2	229	antisense
ENSG00000236963.4	chr1	LINC01141	3172	lincRNA
ENSG00000226487.1	chr1	RP4-749H3.2	376	lincRNA
ENSG00000162545.5	chr1	CAMK2N1	2615	protein_coding
ENSG00000090432.6	chr1	MUL1	2438	protein_coding
ENSG00000215520.3	chr1	RPS4XP4	763	processed_pseudogene
ENSG00000183114.7	chr1	FAM43B	2572	protein_coding
ENSG00000158825.5	chr1	CDA	963	protein_coding
ENSG00000158828.5	chr1	PINK1	4836	protein_coding
ENSG00000273695.1	chr1	MIR6084	110	miRNA
ENSG00000117242.7	chr1	PINK1-AS	4443	antisense
ENSG00000244038.8	chr1	DDOST	2721	protein_coding
ENSG00000117245.11	chr1	KIF17	4470	protein_coding
ENSG00000235432.1	chr1	RP5-930J4.5	479	unprocessed_pseudogene
ENSG00000189410.10	chr1	SH2D5	4423	protein_coding
ENSG00000233069.1	chr1	RP5-930J4.2	299	antisense
ENSG00000127483.16	chr1	HP1BP3	7442	protein_coding
ENSG00000075151.18	chr1	EIF4G3	8535	protein_coding
ENSG00000251914.1	chr1	RNU7-200P	62	snRNA
ENSG00000221808.1	chr1	MIR1256	119	miRNA
ENSG00000233072.1	chr1	RPS15AP6	385	processed_pseudogene
ENSG00000236073.2	chr1	RP11-487E1.2	115	processed_pseudogene
ENSG00000235112.1	chr1	HSPE1P27	296	processed_pseudogene
ENSG00000117298.13	chr1	ECE1	7265	protein_coding
ENSG00000236936.1	chr1	RP3-329E20.2	723	antisense
ENSG00000231105.1	chr1	RP5-1071N3.1	2479	antisense
ENSG00000236216.5	chr1	PPP1R11P1	376	processed_pseudogene
ENSG00000228823.1	chr1	RP11-293F5.8	649	unprocessed_pseudogene
ENSG00000236009.1	chr1	RP11-293F5.1	761	lincRNA
ENSG00000227001.3	chr1	NBPF2P	661	unprocessed_pseudogene
ENSG00000187952.9	chr1	HS6ST1P1	1234	processed_pseudogene
ENSG00000186543.7	chr1	CROCCP5	830	unprocessed_pseudogene
ENSG00000142794.17	chr1	NBPF3	6812	protein_coding
ENSG00000176378.8	chr1	PFN1P10	327	processed_pseudogene
ENSG00000162551.12	chr1	ALPL	3007	protein_coding
ENSG00000233431.1	chr1	RP11-63N8.3	821	antisense
ENSG00000221781.1	chr1	AL359815.1	138	miRNA
ENSG00000076864.18	chr1	RAP1GAP	5755	protein_coding
ENSG00000090686.14	chr1	USP48	9497	protein_coding
ENSG00000281866.1	chr1	U7	56	snRNA
ENSG00000231978.2	chr1	RP11-132G19.3	307	processed_pseudogene
ENSG00000187942.10	chr1	LDLRAD2	4490	protein_coding
ENSG00000142798.15	chr1	HSPG2	17666	protein_coding
ENSG00000232037.3	chr1	RP11-26H16.1	483	processed_pseudogene
ENSG00000219073.6	chr1	CELA3B	1541	protein_coding
ENSG00000273610.1	chr1	Metazoa_SRP	297	misc_RNA
ENSG00000201919.1	chr1	RNU6-1022P	104	snRNA
ENSG00000142789.18	chr1	CELA3A	1224	protein_coding
ENSG00000278124.1	chr1	Metazoa_SRP	297	misc_RNA
ENSG00000201273.1	chr1	RNU6-776P	104	snRNA
ENSG00000228397.1	chr1	RP1-224A6.3	615	lincRNA
ENSG00000218510.5	chr1	LINC00339	1424	lincRNA
ENSG00000070831.14	chr1	CDC42	3598	protein_coding
ENSG00000230068.2	chr1	CDC42-IT1	692	sense_intronic
ENSG00000271428.1	chr1	RP1-224A6.8	488	processed_pseudogene
ENSG00000271840.1	chr1	RP1-224A6.9	748	lincRNA
ENSG00000162552.13	chr1	WNT4	4527	protein_coding
ENSG00000266564.1	chr1	MIR4418	62	miRNA
ENSG00000234397.3	chr1	RP11-415K20.1	492	processed_pseudogene
ENSG00000279625.1	chr1	RP11-415K20.2	1853	TEC
ENSG00000184677.15	chr1	ZBTB40	8992	protein_coding
ENSG00000237200.1	chr1	ZBTB40-IT1	273	sense_intronic
ENSG00000070886.9	chr1	EPHA8	5358	protein_coding
ENSG00000276835.1	chr1	AL158086.1	109	miRNA
ENSG00000173372.15	chr1	C1QA	1272	protein_coding
ENSG00000159189.10	chr1	C1QC	1335	protein_coding
ENSG00000173369.14	chr1	C1QB	1601	protein_coding
ENSG00000133216.15	chr1	EPHB2	12516	protein_coding
ENSG00000265422.1	chr1	MIR4684	82	miRNA
ENSG00000216157.2	chr1	AL611946.1	95	miRNA
ENSG00000225952.1	chr1	RP11-69E9.1	480	antisense
ENSG00000264014.1	chr1	MIR4253	68	miRNA
ENSG00000215906.7	chr1	LACTBL1	1641	protein_coding
ENSG00000227868.5	chr1	C1orf234	658	protein_coding
ENSG00000004487.14	chr1	KDM1A	5435	protein_coding
ENSG00000240553.1	chr1	RP1-184J9.2	666	antisense
ENSG00000263793.1	chr1	MIR3115	68	miRNA
ENSG00000266802.1	chr1	MIR4419A	77	miRNA
ENSG00000169641.12	chr1	LUZP1	9658	protein_coding
ENSG00000229010.1	chr1	RP5-979D14.1	818	processed_pseudogene
ENSG00000206935.1	chr1	RNU6-514P	107	snRNA
ENSG00000252578.1	chr1	RNU6-135P	101	snRNA
ENSG00000179546.4	chr1	HTR1D	2835	protein_coding
ENSG00000215381.3	chr1	RP5-1057J7.1	460	processed_pseudogene
ENSG00000261326.2	chr1	LINC01355	5444	lincRNA
ENSG00000125944.17	chr1	HNRNPR	8676	protein_coding
ENSG00000125945.13	chr1	ZNF436	4392	protein_coding
ENSG00000249087.5	chr1	ZNF436-AS1	2655	antisense
ENSG00000201405.1	chr1	Y_RNA	93	misc_RNA
ENSG00000271420.1	chr1	RP5-1057J7.7	650	lincRNA
ENSG00000204219.8	chr1	TCEA3	3515	protein_coding
ENSG00000232482.2	chr1	RP4-654C18.1	426	processed_pseudogene
ENSG00000088280.17	chr1	ASAP3	4988	protein_coding
ENSG00000007968.6	chr1	E2F2	5457	protein_coding
ENSG00000280791.1	chr1	Metazoa_SRP	279	misc_RNA
ENSG00000235052.1	chr1	RP1-150O5.3	456	lincRNA
ENSG00000117318.8	chr1	ID3	1797	protein_coding
ENSG00000197880.7	chr1	MDS2	2142	protein_coding
ENSG00000229239.2	chr1	RP11-223J15.2	1186	unprocessed_pseudogene
ENSG00000142676.11	chr1	RPL11	1987	protein_coding
ENSG00000203589.2	chr1	RP5-886K2.1	1134	processed_pseudogene
ENSG00000011007.11	chr1	TCEB3	5391	protein_coding
ENSG00000236810.4	chr1	TCEB3-AS1	1347	antisense
ENSG00000057757.8	chr1	PITHD1	2186	protein_coding
ENSG00000011009.9	chr1	LYPLA2	2196	protein_coding
ENSG00000117308.13	chr1	GALE	3978	protein_coding
ENSG00000117305.13	chr1	HMGCL	5658	protein_coding
ENSG00000179163.11	chr1	FUCA1	2047	protein_coding
ENSG00000188822.7	chr1	CNR2	5254	protein_coding
ENSG00000229106.1	chr1	RP11-4M23.2	1267	processed_pseudogene
ENSG00000232557.3	chr1	RP11-4M23.3	210	antisense
ENSG00000264926.1	chr1	MIR378F	78	miRNA
ENSG00000230228.2	chr1	RP11-4M23.4	368	processed_pseudogene
ENSG00000189266.10	chr1	PNRC2	2564	protein_coding
ENSG00000188529.13	chr1	SRSF10	10277	protein_coding
ENSG00000215905.4	chr1	RP11-4M23.7	328	processed_pseudogene
ENSG00000225315.2	chr1	RP11-293P20.2	454	antisense
ENSG00000142661.17	chr1	MYOM3	9254	protein_coding
ENSG00000230703.1	chr1	RP11-293P20.4	461	antisense
ENSG00000142677.3	chr1	IL22RA1	2798	protein_coding
ENSG00000185436.10	chr1	IFNLR1	4923	protein_coding
ENSG00000230023.2	chr1	RP11-10N16.2	1849	lincRNA
ENSG00000221032.3	chr1	AL590683.1	114	miRNA
ENSG00000266511.1	chr1	AL590683.2	89	miRNA
ENSG00000232298.2	chr1	RP11-10N16.3	856	antisense
ENSG00000158055.14	chr1	GRHL3	3940	protein_coding
ENSG00000001460.16	chr1	STPG1	8511	protein_coding
ENSG00000001461.15	chr1	NIPAL3	9404	protein_coding
ENSG00000117602.10	chr1	RCAN3	7077	protein_coding
ENSG00000264443.1	chr1	RP4-594I10.3	1445	lincRNA
ENSG00000184454.6	chr1	NCMAP	4122	protein_coding
ENSG00000227312.2	chr1	RP11-496D1.2	348	processed_pseudogene
ENSG00000239106.1	chr1	Y_RNA	103	misc_RNA
ENSG00000133226.15	chr1	SRRM1	8168	protein_coding
ENSG00000169504.13	chr1	CLIC4	4495	protein_coding
ENSG00000238482.1	chr1	RNU6-1208P	107	snRNA
ENSG00000020633.17	chr1	RUNX3	4523	protein_coding
ENSG00000278034.1	chr1	MIR6731	72	miRNA
ENSG00000229162.1	chr1	RP11-84D1.1	820	antisense
ENSG00000261025.1	chr1	RP11-84D1.2	2443	lincRNA
ENSG00000264371.1	chr1	MIR4425	84	miRNA
ENSG00000233755.1	chr1	RP4-799D16.1	863	lincRNA
ENSG00000233419.3	chr1	RP4-781L3.1	402	processed_pseudogene
ENSG00000231953.1	chr1	RP4-706G24.1	420	antisense
ENSG00000117614.8	chr1	SYF2	3370	protein_coding
ENSG00000117616.16	chr1	RSRP1	6804	protein_coding
ENSG00000272432.1	chr1	RP3-465N24.6	485	lincRNA
ENSG00000261349.1	chr1	RP3-465N24.5	459	unprocessed_pseudogene
ENSG00000187010.17	chr1	RHD	3313	protein_coding
ENSG00000224183.1	chr1	SDHDP6	480	processed_pseudogene
ENSG00000259984.1	chr1	RP11-335G20.7	459	unprocessed_pseudogene
ENSG00000183726.9	chr1	TMEM50A	3410	protein_coding
ENSG00000188672.15	chr1	RHCE	2433	protein_coding
ENSG00000238084.4	chr1	RP3-469D22.1	478	processed_pseudogene
ENSG00000204178.8	chr1	TMEM57	3979	protein_coding
ENSG00000157978.10	chr1	LDLRAP1	5397	protein_coding
ENSG00000225643.1	chr1	RP11-70P17.1	483	lincRNA
ENSG00000117643.13	chr1	MAN1C1	9026	protein_coding
ENSG00000233478.1	chr1	RP1-187B23.1	2224	antisense
ENSG00000162430.15	chr1	SEPN1	4424	protein_coding
ENSG00000255054.3	chr1	RP1-317E23.6	792	protein_coding
ENSG00000228172.4	chr1	RP1-317E23.3	2793	antisense
ENSG00000117640.16	chr1	MTFR1L	5817	protein_coding
ENSG00000272478.1	chr1	RP1-317E23.7	222	antisense
ENSG00000127423.9	chr1	AUNIP	2408	protein_coding
ENSG00000236528.1	chr1	RP1-125I3.2	849	antisense
ENSG00000182749.5	chr1	PAQR7	3297	protein_coding
ENSG00000207302.1	chr1	Y_RNA	110	misc_RNA
ENSG00000117632.19	chr1	STMN1	6261	protein_coding
ENSG00000229786.1	chr1	SNRPFP2	251	processed_pseudogene
ENSG00000223624.1	chr1	RP1-125I3.4	140	processed_pseudogene
ENSG00000264021.1	chr1	MIR3917	93	miRNA
ENSG00000266763.1	chr1	AL033528.1	74	miRNA
ENSG00000158006.12	chr1	PAFAH2	3835	protein_coding
ENSG00000207237.1	chr1	RNU6-110P	104	snRNA
ENSG00000252190.1	chr1	SCARNA17	125	scaRNA
ENSG00000252691.1	chr1	SCARNA18	84	scaRNA
ENSG00000158008.8	chr1	EXTL1	4537	protein_coding
ENSG00000158014.13	chr1	SLC30A2	3498	protein_coding
ENSG00000158022.6	chr1	TRIM63	2573	protein_coding
ENSG00000265320.1	chr1	AL391650.1	100	miRNA
ENSG00000175087.8	chr1	PDIK1L	4535	protein_coding
ENSG00000197245.4	chr1	FAM110D	1524	protein_coding
ENSG00000142684.7	chr1	ZNF593	1956	protein_coding
ENSG00000236782.4	chr1	RP11-96L14.7	1290	antisense
ENSG00000142675.16	chr1	CNKSR1	4043	protein_coding
ENSG00000188782.6	chr1	CATSPER4	2030	protein_coding
ENSG00000236155.5	chr1	RP11-231P20.2	3191	transcribed_unprocessed_pseudogene
ENSG00000278572.1	chr1	RP11-231P20.6	899	unprocessed_pseudogene
ENSG00000130695.12	chr1	CEP85	5422	protein_coding
ENSG00000270733.1	chr1	RP11-231P20.5	358	processed_pseudogene
ENSG00000142669.12	chr1	SH3BGRL3	1786	protein_coding
ENSG00000158062.19	chr1	UBXN11	4704	protein_coding
ENSG00000169442.7	chr1	CD52	935	protein_coding
ENSG00000176092.12	chr1	AIM1L	5871	protein_coding
ENSG00000225854.2	chr1	RP11-569G9.7	346	processed_pseudogene
ENSG00000176083.16	chr1	ZNF683	2379	protein_coding
ENSG00000131914.9	chr1	LIN28A	4008	protein_coding
ENSG00000117682.15	chr1	DHDDS	5596	protein_coding
ENSG00000223583.1	chr1	RP3-476K8.4	535	processed_pseudogene
ENSG00000225891.1	chr1	RP3-476K8.3	529	antisense
ENSG00000198830.9	chr1	HMGN2	2509	protein_coding
ENSG00000224129.1	chr1	DPPA2P2	897	processed_pseudogene
ENSG00000117676.12	chr1	RPS6KA1	5884	protein_coding
ENSG00000238705.1	chr1	MIR1976	52	miRNA
ENSG00000243905.3	chr1	RN7SL679P	304	misc_RNA
ENSG00000252802.1	chr1	Y_RNA	102	misc_RNA
ENSG00000252429.2	chr1	RNU7-29P	64	snRNA
ENSG00000229247.2	chr1	RP11-492M19.3	238	processed_pseudogene
ENSG00000238316.1	chr1	snoU13	104	snoRNA
ENSG00000235069.2	chr1	RP4-785J1.1	235	processed_pseudogene
ENSG00000260063.1	chr1	RP5-968P14.2	2000	antisense
ENSG00000117713.16	chr1	ARID1A	9246	protein_coding
ENSG00000060642.9	chr1	PIGV	3382	protein_coding
ENSG00000241188.3	chr1	RN7SL165P	291	misc_RNA
ENSG00000204160.10	chr1	ZDHHC18	5436	protein_coding
ENSG00000175793.11	chr1	SFN	1320	protein_coding
ENSG00000142751.13	chr1	GPN2	4979	protein_coding
ENSG00000226698.1	chr1	RP1-50O24.6	306	antisense
ENSG00000198746.11	chr1	GPATCH3	2225	protein_coding
ENSG00000090273.12	chr1	NUDC	2856	protein_coding
ENSG00000131910.4	chr1	NR0B2	1156	protein_coding
ENSG00000175707.8	chr1	KDF1	1793	protein_coding
